Name,RA (1950),Dec m_zw,v_h,sig sour,Type,D1,D1,BT,UGC,FLWO#,Notes and Other Names
N4688,124514,4362712.7,3  986,120912,6B7s,4.4,4.4,,7961,T03098,HO461A
N4695,124518,54390014.5,4928,211 0,5X,1.2,0.7,,7966,T01434,
N4692,124528.8,27294814,8018,2612700,-3  R,1.1,1,13.6,7967,T18344,I 823
N4694,124543.8,11152412.4,1185,1010609,-2B P,3.5,1.6,,7969,,
N4698,124554,8460011.8,1 1008,4 0609,2A3s,3.5,1.9,11.39,7970,,
N4711,124624,35360014.4,4062,2510613,4B4r,1.4,0.8,,7973,T01310,I3804
N4701,124636,3400012.9,4  727,10 0200,6A s,3.6,3,12.77,7975,,
N4710,124706,15260012.2,8 1129,24,-1A R,4.3,1.3,11.8,7980,T15883,
N4712,124706,25450013.7,3 4379,1001609,4A7s,2.4,0.9,13.59,7977,T16137,HO468B
N4713,124724,5350012.3,1  655,10 0200,7X5T,3.2,2,12.2,7985,,
N4719,124742,33260014.2,7061,2912700,3B2r,1.7,1.5,,7987,T01255,MK446
N4725,124759.9,25482010.2,1 1206,1020912,2X1R,12,9,9.95,7989,T16138,
N4750,124818,73090012.6,0 1624,34 2700,2A T,2.3,2.2,,7994,T16142,
N4736,124831.8,412336 8.9,1  307,5 2606,2A3R,14,12,8.85,7996,,M94
N4733,124836.6,11110013.2,905,2412700,-3A,2,1.8,,7997,T02825,
N4734,124842,5080014.3,7531,2612700,5A,1.1,0.8,,7998,T03057,
N4741,124842,47560014.5,8890,2812700,5A,1.5,0.8,,8000,T01537,
I 830,124900,53580014.3,4867,2612700,-3,0.8,0.4,,8003,T01412,
N4749,124918,71550014.2,1740,3012700,3,1.7,0.35,,8006,T03372,
N4747,124918.6,26024513.2,2 1190,1 0912,6B P,3.5,1.5,13.01,8005,,"Arp159,HO469C"
N4746,124924,12210013.3,1783,510620,3,2.2,0.45,13.34,8007,T13055,
N4754,124948,11350011.7,7 1374,15 2700,-3B R,4.5,2.5,11.44,8010,T02827,
12499+5158,124954,51580014.3,8161,3512700,5,0.8,0.45,,8012,T01472,
N4758,125012,16070014.1,1244,1010200,10,3,0.8,,8014,,
N4762,125024,11300011.5,3 1006,13 2700,-2B R,9,2,11.12,8016,T02826,
12504+2839,125024,28390014.5,7036,3012700,3,0.9,0.3,,8017,,
N4765,125042,4440012.9,0  777,2822700,15,1.5,1.1,,8018,,"AK391,VV366"
N4771,125048,1320012.9,3 1147,17 2700,7A5,4,0.9,,8020,T00044,
N4772,125054,2260012.3,7 1042,10 0105,1A s,2.9,1.4,,8021,,
N4779,125118,10000013.5,2826,1010909,4B T,2.1,1.8,,8022,T18420,MK781
N4789,125154.8,27201813.5,7 8354,28 2700,-2A,1.4,1.1,13.1,8028,T18436,
N4793,125215.5,29123312.3,2453,3212700,4B4,3.4,1.8,12.3,8033,T10628,E1393-AR
N4800,125218,46480012.6,2  746,50,3A T,1.7,1.2,12.3,8035,,
I3881,125224,19270014.1,926,1010200,5B,4,0.9,,8036,,
N4795,125230,8200013.1,0 2812,2122700,1B R,2.1,1.8,,8037,T00455,
12525+5902,125230,59020014.4,2522,3512700,6,1.7,0.2,,8040,T01661,
12526+0023,125239,230013.6,1330,2010200,7X,3.7,2.2,,8041,,
N4799,125242,3100014.4,2807,2312700,2,1.6,0.6,,8043,T03058,
N4807,125303.5,27473114.4,6941,2812700,-1  P,0.8,0.6,,8049,T01276,
N4814,125312,58370013.1,6 2509,23 2700,3A3s,3.5,2.5,12.8,8051,T18651,
12532+7328,125312,73280014.4,1552,3612700,5,2,0.5,,8052,T03438,
N4808,125318,4340012.6,4  762,15 0200,6A5s,2.6,1,,8054,,
N4819,125400,27150014.1,6404,3412700,1B R,1.1,0.9,,8060,T20901,HO490A
12540+5709,125405,57083814.1,12518,3012700,5A T,1.7,1.1,14.3,8058,,"Sy1,MK231,Abs line 7850"
N4827,125417.9,27265514.3,5 7619,22 2700,-3X,1.4,1.2,13.9,8065,T20902,
N4826,125418,215700 8.9,414,2010200,2A T,10,5,9.35,8062,,Liner
N4839,125459.4,27460013.6,7335,3212700,-3A,4,1.8,13.51,8070,T20903,*A1656-D31
N4841A,125507.2,28444814,0 6784,23H2712,-4,1.4,1.4,,8072,,"*S OF N4841,HO492,A1656-D"
N4841B,125509,28450614.5,0 6266,23H2712,-5,1,1,,8073,T04700,"N OF N4841,HO492,A1656-D"
N4845,125530,1510012.3,3 1232,20 2200,2A5s,5.2,1.3,,8078,,
N4848,125542,28310014.2,7227,3112700,1B,1.7,0.4,,8082,T01277,"6991(6),A1656-D220"
N4849,125548,26400014.5,5885,2612700,-3,1.7,1.1,,8086,T01278,"I3935,HO495A"
N4853,125610.3,27520014.4,6 7652,3602700,-1  R,0.8,0.7,14,8092,T20422,"IIZw67,A1656-D43"
N4861,125642,35080013.1,6  847,7 0200,9B7s,4.5,1.7,12.8,08098A,T02856,"IZw49,Arp266,VV797E,KDG3"
N4868,125648,37350013.1,5 4688,28 2700,4A3,1.6,1.5,,8099,T00327,
N4866,125700,14270012.3,6 1980,11 0100,-1A5R,6,1.3,12,8102,,
N4874,125710.8,28134814,1 7176,15 3606,-3A,2.4,2.4,12.9,8103,T20423,*A1656-D129
N4880,125742,12450013.3,1470,3812700,0X R,3.4,2.7,,8109,T00340,
N4889,125743.5,28144613.1,7 6497,19 2700,-4,2.8,2,12.45,8110,T02984,"*N4884,A1656-D148"
N4895,125752.8,28281214.3,8446,2912700,-1,1.8,0.7,13.8,8113,T20424,A1656-D206
N4900,125806,2460012.1,7  962,6 0611,5B5T,2.5,2.5,12.1,8116,T22789,
N4904,125824,150012.8,2 1164,33 2700,6B s,2.4,1.5,12.7,8121,T00363,MK1341
N4914,125824,37350012.8,5 4663,25 2700,-3A,3.5,2,,8125,T00326,
N4911,125831.8,28034013.7,7973,3012700,4X2P,1.3,1.1,13.6,8128,,"HO499A,A1656-D82"
N4921,125901.8,28091913.5,8 5475,28 2700,2B P,2.5,2,13,8134,T06163,A1656-D97
N4926,125929.4,27533614.4,0 7751,15 3606,-3A,1.1,1,14,8142,,*A1656-D49
N4954,130048,75400014.2,9249,3512700,-1,0.8,0.6,,8157,T03252,
N4935,130054,14390013.9,6412,610620,3B,1.2,1,,8159,T00084,
N4944,130125.9,28271313.3,7111,2010626,-2  D,1.6,0.6,,8167,,
N4952,130236,29230013.6,5919,2712700,-2,1.3,0.8,13.91,8175,T09880,
N4956,130242,35270013.5,4750,2112700,-4,1.5,1.5,,8177,T01017,
N4957,130248.6,27501214.2,6876,2512700,-3,1.1,0.9,14,8178,T01256,
N4964,130312,56360014,2525,3312700,8,1.3,0.6,,8184,T16195,755(9)
N4961,130324,28000013.5,2533,3112700,4P,1.6,1.1,13.9,8185,T18437,
I4182,130330,37522314,321,110912,9X9s,7,6,,8188,,
N4963,130336,41590014.2,7150,2412700,-1,0.9,0.9,,8190,T01483,
I4189,130342,36140014.5,4810,3112700,6A4r,1.6,1.1,,8191,T01311,
N4966,130354,29200013.9,7135,3212700,1  R,1,0.45,,8194,T20927,
N4977,130400,55550014.5,8318,2512700,3A,2,2,,8196,T01538,
13046+6758,130436,67580014.1,33,810200,10 8,3.7,2.5,,,,"DDO165,IVZw499"
N4978,130524,18410014.4,6499,2712700,0,1.6,0.8,,8212,T01620,
13057+6229,130542,62290014.3,8327,1812700,5B,0.8,0.7,,8214,,
N4986,130600,35280014.2,4794,2912700,3B4r,1.7,1,,8221,T01312,
13065+2827,130630,28270014.3,5996,2512700,2B,1.6,1.2,,8229,T01257,
13065+5420,130630,54200014.2,2460,3612700,3A,1.6,0.5,,8231,T01599,
13068+6233,130648,62330013.8,8109,2312700,0,1.2,0.5,,8234,T00177,
N4996,130700,1080014.4,5488,2612710,0B,2,1.6,,8235,T03099,
N4999,130700,1560012.6,4 5701,23 2710,3B R,2.3,2,,8236,T06611,
13070+6235,130700,62350013.7,2858,2512700,3B,1,0.8,,8237,T00176,
N5007,130718,62260014.2,8345,1712700,-3,0.9,0.6,,8240,T01663,
N5000,130724,29100014,5615,1010909,4B1,1.7,1.4,,8241,T18421,E1393-HD
13084+1144,130827.2,11443314.4,3366,810633,5A,1.7,1.2,,8255,,
N5005,130837.6,37192510.8,5 1022,1600100,3A3s,6.3,3,10.64,8256,T11178,Liner
N5004A,130839.3,29540814.3,7141,3012700,-2  R,1.6,1.3,,8260,T11009,0
13088+0001,130848,10014.3,3811,3812710,0,1.3,0.7,,8262,L05273,
13090+0056,130900,560014.4,5623,3212710,3A,0.8,0.35,,8265,T03059,
N5012,130912,23110012.6,2619,520620,5X3T,2.9,1.7,,8270,T12945,
N5014,130912,36330013.5,1123,3212700,7 6/,1.7,0.6,,8271,T16210,MK449
N5016,130942,24220012.8,2613,1520200,5X4T,1.9,1.4,,8279,,
I4213,130952.3,35561514.1,815,510912,6A5/,2.7,0.5,,8280,T01313,
N5021,130954,46280014.3,8250,3712700,3B,1.6,0.7,,8284,T01539,
N5023,131000,44180013.2,400,1010200,5,7.5,0.8,,8286,T13158,
N5019,131012,5000014.5,6400,3112700,9P,0.9,0.7,,8288,T01331,
N5020,131012,12520013.4,3362,510620,4X,3.3,2.8,,8289,,3354 15(09)
N5029,131024,47200014.5,8748,2712700,-7,1.7,1.1,,8293,T01540,
N5034,131036,70550014.1,8682,3012700,4,1,0.8,,8295,T01642,
N5032,131100,28040013.6,6325,3412700,3B1,2.2,1.1,,8300,T12946,
N5033,131109.2,36513010.8,5  875,100912,5A2s1,1.5,5.5,10.6,8307,,Sy1
N5041,131212,30580014.2,7507,3012700,5A3,1.7,1.5,,8319,T01280,
13122+4611,131216.6,46110114,192,110912,10B8,4.3,1.7,,8320,,DDO168
N5055,131336,421800 9.5,2  497,500200,4A3T,15,9,9.3,8334,,M63
N5056,131348,31120013.6,5600,2712700,5A1,1.9,0.9,,8337,T16212,
N5060,131442,6180014.2,6265,2812700,3B,1.4,0.8,,8351,T01332,
I 875,131506,57480013.9,2794,3212700,-2,1.6,1.2,,8355,T08506,MK249
N5065,131512,31200014.3,5568,3012700,5X2,1.5,0.8,,8356,T01281,
N5081,131648,28460014.3,6630,2912700,1B P,2.2,0.7,,8366,T01258,
N5089,131718,30310014.4,2119,3212700,7B5P,2.1,1,,8371,T01282,
N5103,131818,43200013.6,1283,1812700,1,1.5,1,,8388,T00182,
N5104,131848,360014.5,5585,2912710,1A,1.3,0.4,,8391,T03060,
N5109,131854,57550013.6,2122,3412700,6,1.8,0.45,,8393,T00181,
N5107,131906,38480013.7,940,1510613,6B s,1.8,0.5,,8396,T01092,MK1346
13194+4232,131924,42320014.5,3396,3112700,6B,0.8,0.7,,,T01484,
N5112,131942,39000012.7,2  978,10 0200,6B3T,4,2.8,,8403,,
N5116,132036,27150013.2,5 2583,1420100,2B,2.3,0.7,,8410,T12947,2885 20(0643)
N5117,132036,28350014.5,2410,3312700,5B3,2.2,1,,8411,T01283,
N5118,132054,6390014.4,6976,3812700,5A,0.9,0.8,,8413,T01333,
N5123,132100,43200013.5,8258,2812700,5,1.4,1.2,,8415,,
N5127,132124,31500013.9,4826,2412700,-4  P,2.3,1.7,,8419,T00441,
N5125,132130,9580013.5,6993,2512700,3,1.9,1.4,,8421,T00302,
N5144,132130,70470013.2,3146,3412700,5A P,1.3,0.8,,8420,T00444,"MK256,7Zw511"
N5131,132137.4,31145314.4,6638,2010626,2,2.2,0.35,,8422,T01284,6851 23 (27)
N5129,132142,14150013.3,6908,2612700,-7,1.7,1.4,,8423,T00456,
N5132,132200,14211114.3,7320,2712700,-2B,1.2,0.8,,8428,T03248,(7204 20 -402)
N5141,132236,36380013.9,5303,3212700,-2X,1.5,1.1,13.8,8433,T13159,KDG373A
N5142,132248,36400014,5276,3112700,0A,1,0.7,14.2,8435,T08433,"MK452,KDG373B"
N5145,132300,43310013.6,1225,1510200,0X,2.3,1.8,,8439,T01080,
N5147,132348,2220012.7,3 1088,4 0611,8B4s,1.8,1.6,12.29,8443,,
N5149,132354,36120013.8,5606,2912700,3B2P,1.6,0.9,,8444,T12986,KDG375A
13247+1521,132442,15210014.1,7060,2912700,-2,0.7,0.6,,8452,T00934,
N5157,132500,32170014.4,7322,2612700,1B R,1.6,1.1,,8455,T01285,
N5158,132521.3,18021313.8,6606,2010626,2X,1.4,1.3,,8459,T00303,
N5166,132554,32170014.3,4647,2512700,3,2.4,0.35,,8463,T01286,
N5173,132618,46510014.1,2 2467,26 2700,-5,1,1,,8468,T14956,
N5174,132654,11160013.7,6840,810645,5,3.7,2,,8475,T00304,
N5172,132654,17190012.5,5 4085,11 2700,4X2T,3.3,1.9,12.6,8477,T00296,
N5180,132700,17050014.3,6712,2412700,-1,1.5,1,,8479,T02847,
N5201,132712,53200014.3,8818,3212700,3  R,1.8,1.1,,8480,T01413,
N5204,132744.4,58404212,0  200,5 0200,9A7s,5.3,3.3,11.75,8490,T04895,
N5194,132745.4,472718 9.0,3  474,2302712,4A1P,9,7.5,8.95,8493,T00223,"Liner,VV1,M51,Arp85,HO52"
N5195,132752.8,47314810.9,4  558,23 2712,12P,7,5,10.53,8494,,"Liner,VV1,M51,Arp85,HO52"
N5198,132804.2,46554213.3,0 2569,25 2700,-5,2,1.7,,8499,T14957,*IZw59
13281+3153,132807.9,31524314.2,7320,2010626,2  R,2.8,0.9,,8498,,
N5190,132812,18240013.7,4135,510620,3B,1,0.8,,8500,T00457,MK9023
N5205,132812,62460013.5,1781,1510200,4,3.5,2,,8501,T13161,
13286+1942,132836,19420014,1000,1513700,10P,1.6,0.9,,8507,,"VV88,1263(1524)"
13295+2015,132928,20154813.8,1011,1513700,5,1.1,0.8,,8516,,
N5208,132954,7350014.4,6761,3812700,-2,1.6,0.6,,8519,T03301,
A1329+1121,132955.4,11214414.5,9476,2212700,-6,0.34,0.22,,,S13059,"Sy1,MK789"
13300+0206,133000,2060014.5,3272,2912710,2B,1.1,1,,8521,T03101,MK9024
N5210,133018,7260014.4,6834,3212700,1A,1.8,1.7,,8523,T03300,
13303+7144,133018,71440014.4,8792,2812700,-3,1.1,0.8,,8525,T01643,
N5216,133024,62572414,2949,2612700,-5,3,2,,8528,T04770,"VV33,Arp104"
N5218,133026.5,63012613.1,2860,2512729,3B P,2,1.6,13.1,8529,T04771,"VV33,Arp104"
N5214,133036,42080014.4,8186,2912700,5A,1.1,0.9,,8531,T01485,
13312+3318,133112.6,33175514.4,7313,3112700,4B4s,1.4,0.5,,8539,T01387,
N5225,133118,51460014.4,4643,3112700,-3,0.7,0.7,,8540,T01436,
N5217,133142,18070014,8103,2712700,-7,1.1,0.9,,8546,T08202,
N5223,133206,34570014.4,7215,2712700,-3A,1.5,1.3,,8553,T00949,
I 900,133212,9360014.3,7062,810645,4X s,1.4,0.9,,8555,T06612,
N5228,133218,35020014.5,7706,2812700,-5,1,0.9,,8556,T00950,
N5222,133230,14000014.1,7041,3412700,-4,1.6,1.2,,8558,,Arp288
N5221,133230,14050014.5,6979,810645,2X P,3,0.7,,8559,T03312,Arp288
13326+3418,133240.9,34175813.8,7365,861 0,5A1,1.1,0.8,,8561,T12961,"PGC47872,M+6-30-46"
N5238,133242,51530014.2,243,810200,8X,2,1.6,,8565,T01561,"VV828,IZw64,KDG384A,MK14"
N5216A,133300,62150014.1,3123,3112700,5,1.2,0.3,,8571,T01664,
N5230,133304.9,13554813.4,6855,910633,5A2s,2.1,1.8,,8573,T04415,
N5240,133342,35500014.1,2244,2812700,5B5r,2.1,1.6,,8587,T04769,
N5250,133400,51300014,4525,2112700,-2,1,0.9,,8594,T01022,
N5243,133401.7,38360314,4205,2612729,6,1.5,0.4,,8592,T00046,
N5248,133506,9080010.8,9 1156,10 0200,4X1T,6.8,5,10.8,8616,,
N5249,133512,16140014.5,7709,3412700,-2,1.2,0.8,,8618,T00086,
13355+3925,133527.2,39243114.2,6023,3112707,4,0.8,0.8,,8621,T01486,Sy2
N5252,133542,4470014.5,6926,2812707,-2,1.5,0.9,,8622,T03102,Sy2
13361+3323,133606,33230014.3,2364,3112700,9 5/,1.7,0.5,,8630,T01388,
N5256,133614.7,48315314.1,8239,3512729,1P,1.2,1.1,,8632,T05337,"Sy2,MK266,IZw67"
N5257,133719,1053113.7,6799,911119,3X P,1.8,0.8,,8641,L05220,"VV55,Arp240,HO532A,KDG38"
N5258,133724,1050813.8,6757,111119,3A P,1.7,1.4,,8645,L05221,"VV55,Arp240,HO532B,KDG38"
N5263,133736.5,28391014,4848,3312729,5 4,1.6,0.35,,8648,T00047,
N5267,133824,39020014.3,5941,2912700,3B,1.4,0.5,,8655,T01487,
13387+5435,133848,54350014.4,2035,1010200,5B T,2.7,1.6,13.35,8658,,HOLMV
13395+5554,133930,55540014.1,7593,2312700,-2,0.55,0.35,,8671,T01458,
N5283,133941.4,67552714.3,3134,2612700,-2,1.1,1,,8672,T01682,"Sy2,MK270"
N5278,133947.5,55552713.6,0 7569,25 2729,3A P,1.3,0.9,,8677,,"MK271,IZw69,VV19,Arp239,"
N5279,133951.6,55553013.6,7603,251 0,1B P,1,0.7,,8678,,"MK271,1Zw69,VV19,Arp239,"
N5273,133955.1,35542112.7,1 1089,23 2712,-2A s,2.8,2.3,12.43,8675,,Sy1
13406+6102,134036,61020014.5,2203,3312700,5A,1.7,0.4,,8684,T01681,
13409+3036,134052,30351914.5,10407,3512724,3B R,1.3,1,,8685,T01210,
13422+3526,134212,35260014.5,2502,2912700,4 4,1.3,0.4,,8693,T12782,
N5289,134300,41450013.5,2516,1510613,2X R,1.9,0.5,,8699,,
N5290,134312.1,41574513,2583,1512729,3,3.6,0.9,,8700,T12962,
N5297,134418,44070012.7,2 2420,24 2700,4X1s,5.8,1,,8709,T04868,Turner90B
N5301,134421.9,46212212.7,1 1503,522729,3A4s,4.2,0.8,,08711 3,1.6T08552,1490 23(22)
N5293,134430,16310014.3,5787,91 0,5A R,1.7,1.5,,8710,T12963,
13451+3424,134504.4,34235714.5,4894,3412700,2,0.8,0.6,,8718,T01135,"Sy2?,MK461"
N5308,134524,61130012.7,0 2038,35 0100,-3,2.8,0.45,12.2,8722,T12987,
N5303A,134535.4,38330512.9,1396,3012700,5P,1,0.45,,8725,T20163,KDG397A
N5300,134542,4120013.7,1200,1912700,5A,3.8,2.3,,8727,T25732,
N5311,134648,40140013.7,2693,2312700,0,2.2,1.7,,8735,T00329,
13469+3945,134654,39450014.3,2404,3212700,5,1.4,0.6,,8736,T03361,
13471+0429,134706,4290014.4,7023,2212700,2X,1.7,1.6,,8740,T03061,
N5322,134735.4,60262411.4,5 1804,60 0100,-5,6,4,10.85,8745,T12975,*
N5313,134742,40130013,7 2537,25 0613,3 3,1.6,0.9,,8744,,
N5320,134812,41370013.1,2613,1510200,5X T,3.6,1.8,,8749,T16161,
N5318,134818,33570013.5,4307,2512700,-2B,1.5,0.9,,8751,T20142,
13485+4247,134830,42470014.5,1358,2612700,0,1.9,0.4,,8756,T01488,
N5326,134842,39490013.4,0 2625,2522700,1A5,2.2,1,,8764,T10421,
I 954,134854,71250014.5,10276,2712700,-2  P,1.2,0.6,,8765,T01644,"VIIZw527,8811(33)"
N5329,134936,2340014.4,7109,2512700,-7,1.5,1.5,,8771,T03062,
I 946,134942,14210014.5,6843,2512700,1A,0.9,0.7,,8772,T03313,
N5332,134942,17130014.1,6721,2812700,-3,0.9,0.9,,8773,T00935,
I 951,134948,51150014.4,4037,3212700,5A,1.4,1.4,,8775,T01541,
N5342,134948,60070014.4,2208,2312700,-2,0.9,0.3,,8776,T01600,
I 948,135000,14200014.4,6912,2512700,-7,1.2,0.7,,8779,T03314,
13500+2147,135000,21470014.5,7548,2912700,3B,1.7,0.8,,8781,T01347,
N5336,135004.3,43291313.6,2297,1110900,5,1.6,1.3,,8785,T14958,
I 947,135006,1030014.2,4397,2412710,-3,1.5,1.1,,8784,T03063,
N5337,135018,39560013.4,2179,4112700,0,1.8,0.8,,8789,T14959,
N5335,135024,3040014.5,4690,2912700,3B,2.3,1.8,,8791,T03064,
N5341,135024,38040014.1,3648,1010613,9B5s,1.4,0.6,,8792,T00948,
N5338,135054,5270014.3,777,2912717,-2B,2.3,1.3,,8800,T01288,
N5347,135105.4,33440013.1,8 2335,20 0613,2B5r,1.7,1.4,13.4,8805,,Sy2
N5350,135114.8,40363212.4,2313,3812729,4B R,3.4,2.7,12.2,8810,T06913,"MK1485,HCG68C"
N5351,135118,38100012.7,7 3630,15 3700,3A2r,2.9,1.6,13,8809,T00197,HO554A
N5353,135119.6,40314311.8,2162,2712700,-2,2.8,1.8,12.05,8813,,"HCG68A,HO555B"
N5354,135119.7,40325312.3,2635,2312700,-2,2.2,2,12.45,8814,,"HCG68B,HO555A,3100 100(2"
N5352,135124,36230014.2,7968,3412700,-3  P,1.2,1,,8812,T01114,
N5355,135138.8,40350114,2408,2912700,-2,1.2,0.7,13.93,8819,,HCG68D
N5348,135142,5290014.5,1457,1510200,3A,3.5,0.6,,8821,T01289,
13518+6934,135153.6,69331314.5,9129,2512729,-2,0.9,0.5,,8823,T04679,"Sy1,MK279"
13519+3350,135154,33500014.4,13729,3112700,20  P,0.7,0.4,,8825,T01314,"Compact,Plumes,IZw75"
13521+1517,135206,15170014.1,5545,3212700,-2B,1.1,1,,8827,T08505,MK1365
N5356,135224,5350014.1,1397,3512717,3A,3,0.8,,8831,T03103,
N5370,135230,60550014.3,3061,2212700,-2B,1.4,1.4,,8832,T01601,
N5368,135242,54350013.8,4642,2412729,2X P,0.9,0.7,,8834,T04388,
N5362,135246.7,41333013.1,6 2225,31 2134,3P,2.4,1,,8835,T12376,
13529+5409,135254,54090014.2,141,1010200,9B8s,5,1.3,13.1,08837 1,0.36,"HOIV,DDO185"
N5372,135306,58550013.7,1711,2511109,5,0.7,0.4,,8843,T16144,
N5363,135336,5300011.4,1092,2212700,0,5.5,3.5,11.2,8847,T11179,
N5371,135336,40420011.5,9 2561,9 0100,4X1T,4.5,3.5,11.4,8846,,Liner
N5376,135336,59450013,7 2080,28 2729,3X R,1.7,1.1,,8852,T16143,
I 959,135337.6,13445514.4,6869,1910633,1A,1.8,1,,8848,T03315,
N5364,135342,5160011.3,1 1256,20 2717,4A1T,7.2,5.5,11.05,8853,T11180,
N5379,135400,59590014.1,1783,2612700,-2,2,0.8,,8860,T01603,
N5377,135418,47290012.4,3 1752,22 2700,1B R,4.5,2.5,12,8863,T00443,
N5389,135430,59590013.2,1832,2112700,0X R,4.5,1.1,,8866,T01602,
N5375,135440.6,29242613.2,2383,2010617,2B R,3.5,2.7,,8865,T12877,C14-EQ
I 962,135442,12160014,6160,2412700,-6,0.8,0.8,,8868,T04717,Turner92B
N5378,135442,38030013.8,3042,2512700,2B T,2.2,1.7,,8869,T00382,
N5380,135448,37510013.2,5 3173,2322700,-3A,1.8,1.8,,8870,T00383,
13549+1541,135454,15410014.5,5529,2412700,-1,1.4,0.9,,8872,T01621,
N5374,135500,6210013.7,4295,3112717,4B R,1.7,1.6,,8874,T00074,
13550+4613,135500,46130014.3,2133,2612700,0,0.9,0.25,,8876,T01563,
N5383,135500.4,42052012.1,4 2258,4 0100,3B3T,3.5,2.4,12.05,8875,,MK281
13553+1008,135521.7,10070114.5,6833,1012717,3B,1,0.8,,8878,,
13556+1532,135536,15320014.3,5588,3012700,9,1,0.9,,8883,T01622,
N5382,135542,6300014,4312,2312717,-2,1.5,1.1,,8885,T00076,
N5384,135542,6460014,5103,2212717,-2,1.7,0.8,,8886,T00075,
N5386,135548,6350013.7,4296,2710300,0,1.1,0.5,,8890,T00077,
N5394,135625,37414813.8,5 3451,12 3700,3P,1.9,0.8,13.6,8898,T00311,"IZw77B,Arp84,VV48W,KDG40"
N5395,135630,37400012.4,7 3493,10 3700,4X1P,3,1.3,12.35,8900,T00312,"IZw77,VV48,Arp84,HO563A"
N5413,135630,65100014.4,9634,3412700,-7,1.2,1,,8901,T01646,
13566+1548,135636,15480014.5,7667,2512712,3A,1.3,0.45,,8902,T04799,
N5406,135812,39090013,5 5386,25 2700,4X2T,1.9,1.4,,8925,T18808,5151+\-40(11)
N5405,135842,7570014.5,6922,3912717,7,0.9,0.9,,8928,T03302,
N5407,135842,39230014.5,5431,2812700,-2,1.4,1,,8930,T01489,
N5410,135842,41140014.1,3764,3212700,3A,1.6,0.8,,8931,T01520,
N5425,135848,48410014.3,2062,3012700,5A,1.9,0.45,,8933,T01564,
N5422,135854,55240013.1,1869,2112700,-2,3.3,0.5,,8935,T00330,HO567A
N5430,135909,59340613,8 2819,74 1109,3B s,2.3,1.6,,8937,,"HO569A,MK799"
N5409,135917.5,9434714.4,6259,513203,3X R,1.7,1.1,,8938,T00149,
N5414,135935.7,10100813.8,4279,2013700,-5  P,1,0.7,,8942,,MK800
N5417,135942,8170013.8,4817,2112717,1,1.5,0.6,,8943,T00048,
N5416,135943.3,9404513.6,6230,613203,5,1.5,0.8,,8944,T00261,
N5418,135948,7560014.4,4544,3612717,3A,1.1,0.55,,8946,T03303,
N5423,140018,9350013.9,5750,2812717,-3,1.5,0.9,,8952,T00262,
N5433,140023.9,32445914,4278,3912729,5  /,1.7,0.35,,8954,T00127,IR
N5424,140030,9400014.3,6026,2512717,-2,1.6,1.3,,8956,T04440,
N5443,140030,56030013.2,1801,2412700,3B s,3.3,1.1,,8958,T12878,
N5440,140048,35000013.4,3754,2312700,-1A s,3.2,1.6,,8963,T01018,
N5434A,140054.9,9411314.3,4634,1013203,5A,1.8,1.8,,8965,,
N5448,140055.8,49244512.5,3 2023,10 2134,1X4R,4.3,2,12.2,8969,T08580,
14012+3846,140112,38460014.2,5733,3112700,5,1.1,0.5,,8975,T01490,
N5444,140114.4,35221813,4 3994,18 0105,-3A,2.5,2,,8974,,*
N5445,140118,35160014.1,3901,2212700,-1  /,1.7,0.7,,8976,T01019,
N5457,140122.8,543546 8.7,233,412602,6X1T,28,28,8.2,08981 3,0.6,"M101,VV344,Arp26"
14015+3917,140131.4,39172514.4,5823,3212729,3B,1.1,0.9,,8980,T01502,
14016+3559,140136,35590014.2,3829,2112700,3  /,1.3,0.3,,8984,T01136,
N5454,140218,14370014.4,7681,2312717,-2,1.6,1,,8997,T01624,KDG412B
N5456,140230,12070014.2,7147,3412717,-2,1.2,1,,9004,T03249,
N5459,140230,13220014.5,5261,2712717,-2,1.1,1,,9005,T03282,
N5473,140300,55080012.6,6 1997,25 2700,-3X s,2.2,1.7,12.3,9011,T14942,
N5475,140330,55590013.4,1671,2212700,0,2.1,0.45,,9016,,
N5463,140342,9360014.1,7235,2512717,-2,1.2,0.5,,9017,T03281,
N5477,140348,54420014.5,399,4212700,9A8s,1.9,1.4,14.2,09018 3,.60T14943,DDO186
N5470,140400,6160014.5,1023,3312717,3A,2.6,0.4,,9020,T03328,
N5480,140430.4,50574512.9,0 1860,2020613,5A2s,1.7,1,,9026,T04667,HO588B
N5481,140448,50570013.5,2004,2312712,-3A,1.8,1.3,,9029,T04666,HO588A
N5485,140527,55141212.8,0 1989,34 2700,-2A P,2.7,2,12.4,9033,T12629,
N5486,140542,55200014,1383,1010613,9A6s,1.5,0.9,,9036,T12628,
N5482,140600,9100014.2,7100,2212717,-2,1.2,0.9,,9038,T03266,
14060+0718,140600.1,7174314.5,5940,910633,5A,1.8,0.9,,9037,,
I 979,140706,15040014.5,7733,2512700,2B,1.1,0.7,,9053,T01625,
14075+4916,140728.1,49162614.4,1973,3412700,5,1.1,0.2,,9056,T01565,
N5490,140734.8,17464813.4,5008,2312700,-5B,2.3,1.8,,9058,T00062,*
I 983,140742,17580014.3,5452,1712700,2B,6,5.5,,9061,T00060,Arp117
I 984,140742,18360014.5,5116,2512700,3A,1.9,0.4,,9062,T01627,
N5492,140812,19510013.7,2273,510620,3P,1.8,0.4,,9065,T12889,
